id,group,section,where,finding,current text on the page,suggested fix,your decision
83,D,D. Grammar and non-native usage,docsrc/search/tags.html:7,"docsrc/search/tags.html:7 — ""searches the tag set in Search settings"" — ""tag set"" reads as a noun.","docsrc/search/tags.html:7: Give agents a tag to put them in a separate pool: corporate for internal-only agents, support for the help desk, pilot for agents under evaluation. The search box searches the tag set in Search settings. An agent that uses the search command names the tag the command should search. An agent's tag is changed from the agent's page, and the change is live at once.",,
84,D,D. Grammar and non-native usage,docsrc/search/orchestrator.html:5,"docsrc/search/orchestrator.html:5 — ""what the invoked agent `return`s comes back"".","docsrc/search/orchestrator.html:5: Inside the orchestrator, the search command matches the request to the agents in the catalogue, and the invoke command runs the best match. The invoked agent runs in the same conversation: what the invoked agent writes with output streams to the user as it runs, and what the invoked agent returns comes back to the orchestrator as result. Every agent in the chain sees the conversation's conv variables, so an agent can build on what an earlier one left behind.",,
85,D,D. Grammar and non-native usage,docsrc/security/license-rotation.html:12,"docsrc/security/license-rotation.html:12 — ""shows the status of the current key, and during a rotation, when the old key expires"" — commas misplaced.","docsrc/security/license-rotation.html:12: The License page shows the status of the current key, and during a rotation, when the old key expires. A new rotation cannot start while a previous rotation is in its grace period.",,
86,D,D. Grammar and non-native usage,docsrc/security/encryption.html:11,"docsrc/security/encryption.html:11 ""or a KMS"" (unexplained; :6 spells it out); :18 five commas and ""longer for a pinned one"" where other pages say indefinitely.","docsrc/security/encryption.html:11: Write an async Python function that takes a key name and returns the key for that name, as 16, 24 or 32 bytes. The function may read a file, an environment variable, or a KMS; anything reachable from the agent server works.",,
87,D,D. Grammar and non-native usage,docsrc/gui/account.html:1,"docsrc/gui/account.html:1 — four dashes in one sentence (""Two groups: Admin — Users, ... — and Billing — Account and Invoices, for the owner.""); :18-19 ""Filter by type, by user, and by time"" vs caption ""filtered by period and kind""; ""Opens from its icon in the header."" (no subject).","docsrc/gui/account.html:1: Two groups: Admin — Users, Service accounts, Authentication and License, for administrators and the owner — and Billing — Account and Invoices, for the owner. The audit log, opened from the header, is for administrators and the owner too.",,
88,D,D. Grammar and non-native usage,docsrc/gui/index.html:5,"docsrc/gui/index.html:5 — caption ""A user sees only the search interface."" vs the lead (developers and administrators see more) — ""a user with the user role"".","docsrc/gui/index.html:5: (markup only) <!--shot:gui-layout|600|The GUI: the Platform rail on the left, the search box in the main area|The rail: Searches lists conversations, and the Platform stack lists the pages the role allows. A user s",,
89,D,D. Grammar and non-native usage,docsrc/gui/profiles.html:1,"docsrc/gui/profiles.html:1 — ""The named things that agents refer to"".","docsrc/gui/profiles.html:1: The named things that agents refer to: LLMs, prompts, REST APIs, databases and MCP servers. Each list shows which agents use each profile. A profile that is in use cannot be deleted.",,
90,D,D. Grammar and non-native usage,docsrc/development/publishing.html:11,"docsrc/development/publishing.html:11 ""On accepting, Search2o Cloud produces a merged definition"" (dangling: the developer accepts); :10 ""the others' drafts are behind the agent"".","docsrc/development/publishing.html:11: A draft remembers the version of the agent the draft was created from. When another developer publishes that agent, the draft is out of date. The next time the draft is opened, the GUI says so and offers to merge. On accepting, Search2o Cloud produces a merged definition from the draft and the newly published version, saves the merged definition to the draft, and marks the draft as based on the current version. The developer then reviews the merged draft, validates it, and publishes it like any draft; the merge clears the draft's validation, so validation runs again.",,
91,D,D. Grammar and non-native usage,docsrc/development/trace-and-validation.html:6,"docsrc/development/trace-and-validation.html:6 — ""checked fresh""; ""no dunders"" unexplained here.","docsrc/development/trace-and-validation.html:6: Definition and security checks. The definition is checked fresh, with the account's current settings. Every command and field must be one the agent schema allows. Every Python expression must pass the security checks: no dunders, and no operator the compile rules disallow. The agent may read only the sys variables the account makes available, and every profile the agent names must exist.",,
92,D,D. Grammar and non-native usage,docsrc/development/code-editor.html:37,"docsrc/development/code-editor.html:37 — ""shown with bold braces and its contents in a monospace font"" — the whole editor is monospace.","docsrc/development/code-editor.html:37: Expressions stand out: a value written as a Python expression, like ""{ total + 1 }"", is shown with bold braces and its contents in a monospace font.",,
93,D,D. Grammar and non-native usage,docsrc/runtime/compile-rules.html:13,"docsrc/runtime/compile-rules.html:13 — ""A function that fails the check refuses the save"" — a function cannot refuse a save; :7 ""the path of the expression"" vs :32 ""the path of the command that holds the expression"".","docsrc/runtime/compile-rules.html:13: The function must keep the operator's shape: two arguments, the left operand and the right operand, both numbers. A function that takes one argument cannot stand in for an operator. When the settings are saved, the agent server checks each named function: the function must be on the allowlist, and must accept two numbers. A function that fails the check refuses the save, and the reason is shown. Matrix multiplication, @, is not checked.",,
94,D,D. Grammar and non-native usage,docsrc/runtime/runtime-limits.html:4,"docsrc/runtime/runtime-limits.html:4 — ""inside loops every <em>yield loops after</em> iterations"" — hard to parse.","docsrc/runtime/runtime-limits.html:4: The limits are checked while the agent runs. Elapsed time is checked between commands, and inside loops every yield loops after iterations. A run past the limit ends with the result code timedOut. A long LLM or API call in progress ends only when the call's own timeout fires. A loop that exceeds the iteration limit fails the run. A db command returns at most the row limit. The LLM cost limit is checked after each call, against the prices in the LLM profile; a profile with no prices never trips the limit. The definition length applies to the JSONC text of a draft, comments included. The stream heartbeat sets how often a streamed response sends a keep-alive line.",,
95,D,D. Grammar and non-native usage,docsrc/runtime/index.html:1,docsrc/runtime/index.html:1 — verbless section lead.,"docsrc/runtime/index.html:1: The runtime is what an agent server builds from the account's configuration and runs every agent against. What the runtime is and how a change reaches every server; then the four parts that bound what an expression may do — the allowlist, the system variables, the compile rules and the runtime limits, grouped in the GUI under Guardrails — and the connection pools every HTTP call goes through.",,
96,D,D. Grammar and non-native usage,docsrc/system-management/service-accounts.html:3,"docsrc/system-management/service-accounts.html:3 — ""has its own role, user, developer or administrator, and can do"" — reads as a four-item list (parentheses).","docsrc/system-management/service-accounts.html:3: A service account has its own role, user, developer or administrator, and can do what that role allows. A service account cannot be the account owner. Service accounts are independent of how people sign in: turning password sign-in off, or turning single sign-on on, leaves them untouched. Administrators manage service accounts on the Admin › Service accounts page.",,
97,D,D. Grammar and non-native usage,docsrc/system-management/agent-servers.html:35,"docsrc/system-management/agent-servers.html:35 — ""the license key, which every server must be restarted with after a rotation"".","docsrc/system-management/agent-servers.html:35: The server is stateless, so you are free to containerize it and run it load balanced; nothing more is needed, and there is no explicit limit today on the number of servers you run. Every server picks up a configuration or profile change before its next agent run, so servers never drift from each other; see The agent runtime. The exceptions are the settings on this page, which need a restart, and the license key, which every server must be restarted with after a rotation.",,
98,D,D. Grammar and non-native usage,docsrc/system-management/agent-server-sizing.html:43,"docsrc/system-management/agent-server-sizing.html:43 ""needs no sign in"" (sign-in); :44 ""when the server is running out"" (of what); :1 ""so these are a conservative starting point"".","docsrc/system-management/agent-server-sizing.html:43: The second is how long an agent server takes to answer a request it handles by itself. GET /health is the one to use. It returns a fixed answer, it needs no sign in, and it reaches nothing outside the agent server, so its response time reflects that server's own health and nothing else. Any uptime monitor can poll it.",,
99,D,D. Grammar and non-native usage,docsrc/system-management/users-and-roles.html:36,"docsrc/system-management/users-and-roles.html:36 — ""only that administrator or another administrator can lift the freeze"" (= any administrator; say ""any administrator or the owner"" if meant).","docsrc/system-management/users-and-roles.html:36: An administrator can freeze the account. A freeze stops every change to agents and configuration: drafts, publishing, profiles and settings. Searches and agent runs continue. The freeze records who applied it, and only that administrator or another administrator can lift the freeze. A freeze suits a release or an investigation.",,
100,D,D. Grammar and non-native usage,docsrc/system-management/audit-log.html:13,"docsrc/system-management/audit-log.html:13 — ""the last three months by default ... kept for 90 days"" — two units for one period.","docsrc/system-management/audit-log.html:13: The Audit log page opens from its icon in the GUI's header. The icon is shown to administrators and the owner. The page shows a time window, the last three months by default. The list can be narrowed to one kind of entry, or to the changes made by one user, identified by email. Entries are kept for 90 days.",,
101,D,D. Grammar and non-native usage,docsrc/system-management/single-sign-on.html:28,"docsrc/system-management/single-sign-on.html:28 — ""Once it is off ... only once single sign-on is proven"" — ""once"" twice; the advice is stated three times on the page (:3, :25, :28).","docsrc/system-management/single-sign-on.html:28: Turn it off so that single sign-on is the only way in. Search2o refuses to turn password sign-in off until single sign-on is configured, so that an account always keeps a way to sign in. Once it is off, a person can sign in only while your provider is available, so we would suggest turning it off only once single sign-on is proven.",,
102,D,D. Grammar and non-native usage,docsrc/rest-api/automating-with-an-llm.html:11; docsrc/rest-api/workflows.html:13,"docsrc/rest-api/automating-with-an-llm.html:11 — ""A user role covers ..., a developer covers ..., an administrator covers"" — role and person mixed in one list; workflows.html:13 ""The API is the API the bundled GUI uses"".","docsrc/rest-api/automating-with-an-llm.html:11: Create a service account for the automation, with the lowest role that covers the task. A user role covers search and conversations, a developer covers agents and agent reports, and an administrator covers users and usage reports.
docsrc/rest-api/workflows.html:13: The API is the API the bundled GUI uses, so an agent can sit behind a button in your own application, in a chat integration, or in a pipeline step. With the search endpoint an application offers the same “type what you need” experience without the bundled GUI. Runs started this way appear in the same reports as runs from the search box.",,
103,D,D. Grammar and non-native usage,docsrc/chat-integrations/connecting-a-person.html:33,"docsrc/chat-integrations/connecting-a-person.html:33 — ""page"" vs :34 ""path""; the last sentence repeats the second; the setting is never named.","docsrc/chat-integrations/connecting-a-person.html:33: The address comes from a setting on the agent server. Leave the setting empty when the agent server serves the GUI, and the address follows wherever the GUI is served. Set a page for a GUI of your own, or a full address for a GUI hosted somewhere else. The agent server does not have to serve the GUI at all, and the GUI is a set of static pages that can be hosted anywhere, so a GUI hosted elsewhere needs an address here.",,
104,D,D. Grammar and non-native usage,docsrc/chat-integrations/integration-tokens.html:14,"docsrc/chat-integrations/integration-tokens.html:14 — ""ends that person's tokens with the account"" — ambiguous.","docsrc/chat-integrations/integration-tokens.html:14: Two other events end a token. Resetting a password revokes that person’s tokens, because account recovery exists to remove credentials that somebody else may hold. Deleting a person ends that person’s tokens with the account.",,
105,D,D. Grammar and non-native usage,docsrc/chat-integrations/overview.html:14,"docsrc/chat-integrations/overview.html:14 ""has prompts that write most of the code"" (prompts do not write code); :19 ""is convenient, and has to be revoked by hand"" (comma).","docsrc/chat-integrations/overview.html:14: Everything a bot needs is in the API today, and Building a bot with an AI assistant has prompts that write most of the code. If something in these integration points does not behave as described, or you are unsure how to use one, please get in touch: the Help icon in the GUI reaches us, and so does info@search2o.com. We are happy to help.",,
106,D,D. Grammar and non-native usage,docsrc/chat-integrations/running-an-agent.html:32; docsrc/chat-integrations/showing-the-answer.html:10,"docsrc/chat-integrations/running-an-agent.html:32 ""the app"" where the page says ""the bot""; showing-the-answer.html:10 ""or the person told that the answer is available"" (elided verb).","docsrc/chat-integrations/running-an-agent.html:32: Every chat application expects the app to acknowledge an event quickly. Slack allows about three seconds. Microsoft Teams allows longer, and Google Chat longer still. It is worth checking the current figure for the application you are building against, because each vendor changes it.
docsrc/chat-integrations/showing-the-answer.html:10: HTML has no equivalent in Slack, Teams or Google Chat. The HTML can be converted to text, or the person told that the answer is available in the GUI. An agent written for a chat audience should produce text and images.",,
107,D,D. Grammar and non-native usage,docsrc/chat-integrations/ai-prompts.html:148; docsrc/chat-integrations/ai-prompts.html:151,"docsrc/chat-integrations/ai-prompts.html:148,151 ""one to one chats"" (one-to-one); :69 the unknownConversation line is out of column alignment in a paste-verbatim block.","docsrc/chat-integrations/ai-prompts.html:148: - Respond to messages in channels and in one to one chats.
docsrc/chat-integrations/ai-prompts.html:151: in a one to one chat rather than a channel.",,
108,D,D. Grammar and non-native usage,docsrc/skill-integration/what-search2o-provides.html:11,"docsrc/skill-integration/what-search2o-provides.html:11 — ""go through profiles, which are recorded in the audit log with change entries"" — garbled; :8 ""the appropriate, cost-effective LLM"".","docsrc/skill-integration/what-search2o-provides.html:11: Reaching your systems. API, database and MCP calls go through profiles, which are recorded in the audit log with change entries.",,
109,D,D. Grammar and non-native usage,docsrc/skill-integration/overview.html:13; docsrc/skill-integration/installing-the-skill.html:42,"docsrc/skill-integration/overview.html:13 — ""Code Claude Code writes locally"" (stutter; ""Code that Claude Code writes""); :15 ""Agent Skills provide"" vs installing-the-skill.html:42 ""Agent Skills is""; :12 the ""first two arrangements"" paragraph backtracks after the Search2o paragraph and figure.","docsrc/skill-integration/overview.html:13: Search2o gives Claude Code access to published agents instead. An agent is a fixed definition, written by a company developer, validated by execution before publication, versioned, and unchanged at run time. The agent runs on an agent server inside your organization, in a controlled runtime that limits what it can do. Code Claude Code writes locally cannot access the systems behind the agents.
docsrc/skill-integration/installing-the-skill.html:42: Agent Skills is an open standard, published at agentskills.io, and the same folder works unmodified in every client that implements it — Claude Code, Cursor and OpenAI Codex among them.",,
110,D,D. Grammar and non-native usage,docsrc/skill-integration/installing-the-skill.html:52; docsrc/skill-integration/finding-and-running-an-agent.html:34,"docsrc/skill-integration/installing-the-skill.html:52 — ""600 seconds, which matches maxAgentRuntime, the default runtime limit"" (600 is the default value of it); :43 ""is a setting of the client's account""; finding-and-running-an-agent.html:34 the quoted request opens lowercase (""has order 48812 shipped? If not ..."").","docsrc/skill-integration/installing-the-skill.html:52: The script waits for the agent to finish, for up to 600 seconds, which matches maxAgentRuntime, the default runtime limit. If your account allows longer runs, raise TIMEOUT in the script to match.
docsrc/skill-integration/finding-and-running-an-agent.html:34: A support engineer in Claude Code types: has order 48812 shipped? If not, open a ticket with the warehouse.",,
111,D,D. Grammar and non-native usage,docsrc/introduction/parts-of-the-system.html:5,"docsrc/introduction/parts-of-the-system.html:5 — two independent clauses with no comma and a tacked-on reason weakening a licence statement; :8 no full stop, ""Redoc UI"" vs ""ReDoc"" elsewhere; :12 ""a progressively bigger subset of features"", ""account level settings"".","docsrc/introduction/parts-of-the-system.html:5: The cloud service holds all state: accounts and users, agent definitions and drafts, configuration, conversation context, and the data behind the reports. The cloud checks agent definitions, indexes each agent's description, and answers searches. Only agent servers call the cloud's API and the Search2o license prohibits calling it directly, as that can result in data inconsistency.",,
112,D,D. Grammar and non-native usage,docsrc/getting-started/registering-and-downloading.html:4,"docsrc/getting-started/registering-and-downloading.html:4 — ""Creating your account is a single step, opens an account on the Free plan ..., and ends by showing"" — clumsy series.","docsrc/getting-started/registering-and-downloading.html:4: Search2o is in open beta, and anyone interested is welcome to try it. Creating your account is a single step, opens an account on the Free plan with you as its first user, and ends by showing the account's license key once. You are not asked for a password; you choose one the first time you open the GUI. The key connects an agent server to your account in Search2o Cloud. The key belongs with your other secrets, so please store it as soon as it is shown.",,
113,D,D. Grammar and non-native usage,docsrc/index.html:16,"docsrc/index.html:16 — ""how good search is, and the orchestrator that every request can go to"".","docsrc/index.html:16: SearchHow to describe an agent so users can find it, how matching behaves, tags, settings, how good search is, and the orchestrator that every request can go to.",,
114,D,D. Grammar and non-native usage,html/gettingstarted.html:120,"html/gettingstarted.html:120 ""Make two or three that use your systems"" (noun missing: agents); :129 ""how your setup and running the first few agents went""; :123 ""click on the docs icon ... on the top"" (at the top); :55 ""No email is sent."" vs :114 ""an email with a code arrives"" (say ""at this step""); :119 a step named ""Get started"" on the Getting started page.","html/gettingstarted.html:120: Open Agents → Drafts and create a draft. Select your LLM profile, then tell Draft with AI what you want. Make two or three that use your systems, so that search has a choice.",,
115,D,D. Grammar and non-native usage,html/pricing.html:72,"html/pricing.html:72 ""Dormant workspace"" — the last ""workspace"" on the site (account elsewhere).",html/pricing.html:72: Dormant workspaceDeleted after 1 month of inactivityNot applicable,,
116,D,D. Grammar and non-native usage,html/index.html:189,"html/index.html:189 ""MCPs"" (MCP servers elsewhere); :134 ""GitHub."" as a one-word sentence; :8,10 meta ""built around a search interface"" vs the hero's ""with a search interface""; serial comma mixed (:52, :223 vs :189, :238).","html/index.html:189: Profiles keep LLMs, prompts, APIs, databases and MCPs out of agent definitions.",,
117,D,D. Grammar and non-native usage,html/about.html:8; html/about.html:10; html/about.html:66,"html/about.html:8,10,66 ""Northern Virginia"" vs the footer's ""Virginia, USA""; :71 ""use the Help icon in Search2o"" (questions go to the docs icon per gettingstarted:123; ""in the GUI"").","html/about.html:8: (markup only) <meta name=""description"" content=""Search2o was built from one idea: search that retrieves executables instead of documents, and runs them to do what the user asked. Built in Northern Virginia."">
html/about.html:10: (markup only) <meta property=""og:description"" content=""Search2o was built from one idea: search that retrieves executables instead of documents, and runs them to do what the user asked. Built in Northern Virginia.""
html/about.html:66: Search2o is based in Northern Virginia, USA.",,
118,E,"E. Consistency: link text, titles, spelling, breadcrumbs",docsrc/introduction/how-it-fits-together.html:23; docsrc/profiles/overview.html:28; docsrc/system-management/agent-servers.html:35; docsrc/agent-execution/controlled-runtime.html:26; docsrc/search/search-settings.html:8; docsrc/commands/search.html:7; docsrc/agent-definition/variables.html:23; docsrc/agent-execution/conversation-state.html:17; docsrc/llm/vendors.html:10; docsrc/getting-started/running-the-server.html:20; docsrc/profiles/llm-profiles.html:17; docsrc/llm/vendors.html:40; docsrc/gui/index.html:4,"Link text that no longer matches the page title: ""How configuration works"" (how-it-fits-together.html:23, profiles/overview.html:28), ""The agent runtime"" (agent-servers.html:35), ""Agent runtime"" (controlled-runtime.html:26) for runtime/overview.html, now titled ""Overview""; ""How matching works"" (search-settings.html:8, commands/search.html:7) for ""How matching behaves""; ""Security"" (variables.html:23, conversation-state.html:17), ""Secrets"" (vendors.html:10, running-the-server.html:20) for Secret vault / Encryption; ""adapter"" (llm-profiles.html:17) vs ""Connecting to other LLMs"" (vendors.html:40); gui/index.html:4 ""Configuration"" for the Agent runtime section.","docsrc/introduction/how-it-fits-together.html:23: ...starting the same agent at the same moment run with the same configuration. See How configuration works.
docsrc/profiles/overview.html:28: Profiles are versioned like every configuration part: a save is refused when someone else changed the profile first, and every create, update and delete produces an audit log entry. See How configuration works.
docsrc/system-management/agent-servers.html:35: ...e change before its next agent run, so servers never drift from each other; see The agent runtime. The exceptions are the settings on this page, which need a restart, and the license key, which every server must be restarted with after a rotation.
docsrc/agent-execution/controlled-runtime.html:26: ...hat is already running keeps the runtime it started with until it finishes. See Agent runtime.
docsrc/search/search-settings.html:8: A search returns one, two or three agents, or none; see How matching works. The default setting runs the top match at once. The other two settings turn the results into choices. executeOnlyMatch still runs a single match without asking....
docsrc/commands/search.html:7: ...re than one match. A query outside every agent's description produces none. See How matching works.
docsrc/agent-definition/variables.html:23: sys.secret[name] — reads a secret from the agent server's environment; see Security.
docsrc/agent-execution/conversation-state.html:17: State is encrypted before the state leaves the agent server, and the cloud never decrypts the state. By default Search2o manages the key for your account. An administrator can switch to keys held entirely in your organization. See Security.
docsrc/llm/vendors.html:10: Where a key is read from is configurable; see Secrets.
docsrc/getting-started/running-the-server.html:20: One key is enough to start. Search2o is not limited to these three vendors; see Connecting to other LLMs. Where secrets come from is configurable; see Secrets.
docsrc/profiles/llm-profiles.html:17: Any endpoint that speaks one of the three protocols needs only a profile with the endpoint's URL. Any other endpoint needs an adapter.
docsrc/llm/vendors.html:40: These three adapters are not limited to the three vendors. Any endpoint that speaks one of the three protocols works with the matching adapter and a profile that points at the endp...
docsrc/gui/index.html:4: The left rail has two stacks. Searches lists the user's conversations, pinned conversations first, and is where a search starts. Platform lists the pages that build and run the sys...",,
119,E,"E. Consistency: link text, titles, spelling, breadcrumbs",,"British/American mixed: search-quality.html ""catalogue"", ""neighbourhood"", ""modelled""; orchestrator.html ""summarised"", ""catalogue""; finding-an-agent.html ""behaviour"", ""labelled"" — against ""summarizes"", ""categorize"", ""behavior"", ""organization"" elsewhere.",,,
120,E,"E. Consistency: link text, titles, spelling, breadcrumbs",docsrc/search/search-settings.html:15; docsrc/security/encryption.html:28; docsrc/security/secret-vault.html:28,"Breadcrumb separators: search-settings.html:15 ""Agents → Search"" vs encryption.html:28 / secret-vault.html:28 ""Operations › Secrets & encryption"".","docsrc/search/search-settings.html:15: Changes take effect on the next search. Search settings are edited under Agents → Search by a developer or an administrator.
docsrc/security/encryption.html:28: The Encryption part is edited in the GUI under Operations › Secrets & encryption.
docsrc/security/secret-vault.html:28: The Secrets part is edited in the GUI under Operations › Secrets & encryption.",,
121,E,"E. Consistency: link text, titles, spelling, breadcrumbs","docsrc/search/search-quality.html:27,28","search-quality.html:27-28 row labels ""A retailer's supply chain"" / ""A catalogue of 1,000 agents"" vs :12-13 ""A retailer's supply chain and merchandising"" / ""A catalogue spanning fifty business areas"".","docsrc/search/search-quality.html:27: A retailer's supply chain83.8%95.6%
docsrc/search/search-quality.html:28: A catalogue of 1,000 agents85.5%94.1%",,
122,E,"E. Consistency: link text, titles, spelling, breadcrumbs",docsrc/development/code-editor.html:1; docsrc/development/drafts.html:6; docsrc/runtime/runtime-limits.html:4,"""JSON document"" (code-editor.html:1) vs ""JSONC document"" (drafts.html:6, runtime-limits.html:4).","docsrc/development/code-editor.html:1: An agent is written as a definition: a JSON document with a functions object, each function holding the commands it runs. The Agent definition editor on the draft page is where you write it. The editor is built on Monaco, the editor inside Visual Studio Code, and it knows the Search2o agent language, so it suggests what comes next and points out mistakes as you type.
docsrc/development/drafts.html:6: The agent definition, as a JSONC document.
docsrc/runtime/runtime-limits.html:4: The limits are checked while the agent runs. Elapsed time is checked between commands, and inside loops every yield loops after iterations. A run past the limit ends with the result code timedOut. A long LLM or API call in progress ends only when the call's own timeout fires. A loop that exceeds the iteration limit fails the run. A db command returns at most the row limit. The LLM cost limit is checked after each call, against the prices in the LLM profile; a profile with no prices never trips the limit. The definition length applies to the JSONC text of a draft, comments included. The stream heartbeat sets how often a streamed response sends a keep-alive line.",,
123,E,"E. Consistency: link text, titles, spelling, breadcrumbs",docsrc/development/draft-with-ai.html:5; docsrc/development/code-editor.html:24; docsrc/development/code-editor.html:70; docsrc/development/draft-with-ai.html:30; docsrc/development/draft-with-ai.html:20,"draft-with-ai.html:5 ""(var, then var.2)"" vs code-editor.html:24 (var, var.1, var.2); code-editor.html:70 Ctrl+Enter ""except inside the editor"" — also sends in the Draft with AI box (draft-with-ai.html:30); draft-with-ai.html:20 ""sys.inputs and sys.query are always there"" (four names now); :35 ""a URL to fill in"" (a path, since api moved to profile + path).","docsrc/development/draft-with-ai.html:5: ...lds each command takes, how blocks run in order, and how to use a command twice (var, then var.2). It also knows the rules validation enforces, so it avoids writing what would be refused. For example:
docsrc/development/code-editor.html:24: Choosing a command inserts it ready to fill in, with the fields you will almost always need: if arrives with condition, then and else; for with iter, loopVar and do; api with profi...
docsrc/development/code-editor.html:70: Validate with Ctrl+Enter (⌘⏎) from anywhere on the page except inside the editor, where that key belongs to the editor; there, use the Validate/Trace button or click outside the editor first.
docsrc/development/draft-with-ai.html:30: In the box, describe what you want, and select Send or press Ctrl+Enter (⌘⏎ on a Mac). Say at least a few words, up to 10,000 characters.
docsrc/development/draft-with-ai.html:20: System variablesThe AI reads only the sys variables your account makes available. sys.inputs and sys.query are always there.",,
124,E,"E. Consistency: link text, titles, spelling, breadcrumbs",docsrc/runtime/allowlist.html:80,"allowlist.html:80 ""If any line fails, the allowlist is not saved"" vs :88 ""An entry that cannot be imported on one server is skipped there"" — true both (save check on the GUI's server; runtime build elsewhere) but reads as a contradiction without a clause saying so.","docsrc/runtime/allowlist.html:80: Every entry is resolved when the allowlist is saved. If any line fails, the allowlist is not saved, and each failing line is reported with its own message.",,
125,E,"E. Consistency: link text, titles, spelling, breadcrumbs",docsrc/system-management/users-and-roles.html:7; docsrc/system-management/authentication.html:16; search.html:7; docsrc/rest-api/running-agents.html:14; docsrc/rest-api/authentication.html:10; docsrc/system-management/service-accounts.html:32,"users-and-roles.html:7 ""the agent configuration (allowlist, compile rules, ...)"" vs :20 ""development configuration and profiles""; authentication.html:16 ""Every account has password sign-in"" then ""can be turned off""; rest-api samples use $TOKEN (search.html:7, running-agents.html:14) and $SEARCH2O_SERVICE_KEY (authentication.html:10, service-accounts.html:32) for the same header.","docsrc/system-management/users-and-roles.html:7: Developer — creates, validates and publishes agents; views and edits the agent configuration (allowlist, compile rules, runtime limits, search settings, profiles); reads the agent reports; sees all published agents.
docsrc/system-management/authentication.html:16: Every account has password sign-in, and can add single sign-on beside it. Password sign-in can be turned off only once single sign-on is configured, so that an account always keeps a way to sign in.
search.html: (file not found)
docsrc/rest-api/running-agents.html:14: -H ""Authorization: Bearer $TOKEN"" -H ""Content-Type: application/json"" \
docsrc/rest-api/authentication.html:10: -H ""Authorization: Bearer $SEARCH2O_SERVICE_KEY"" -H ""Content-Type: application/json"" -d '{}'
docsrc/system-management/service-accounts.html:32: -H ""Authorization: Bearer $SEARCH2O_SERVICE_KEY"" \",,
126,E,"E. Consistency: link text, titles, spelling, breadcrumbs",docsrc/support-licensing/support.html:4; docsrc/support-licensing/asking-the-docs.html:4,"support.html:4 ""Developers and administrators can use the form"" vs asking-the-docs.html:4 ""Developers, administrators and the owner can ask"".","docsrc/support-licensing/support.html:4: The help icon in the header opens a form with a subject and a message. Developers and administrators can use the form. The message goes to Search2o support with the sender’s email as the reply address, so the answer comes straight back to the person who asked. Messages are kept for a year.
docsrc/support-licensing/asking-the-docs.html:4: The docs icon at the top of the GUI is where a question is asked. Developers, administrators and the owner can ask. End users cannot.",,
127,E,"E. Consistency: link text, titles, spelling, breadcrumbs",docsrc/gui/how-the-gui-runs.html:15; docsrc/search/describing-an-agent.html:19,"gui/how-the-gui-runs.html:15 ""can take up to a minute"" vs describing-an-agent.html:19 ""15 to 30 seconds"".","docsrc/gui/how-the-gui-runs.html:15: apiTimeoutSecondsTimeout, in seconds, for REST calls from the GUI. A timeout above 60 is worth keeping: publishing a description is checked by the cloud and can take up to a minute.
docsrc/search/describing-an-agent.html:19: The description is published from the agent's page. Indexing takes 15 to 30 seconds, and the agent is searchable as soon as it completes. If indexing fails, the reason is shown, and the audit log keeps the record. Publishing a new description replaces the old index entry. Removing the description takes the agent out of search without deleting the agent.",,
128,E,"E. Consistency: link text, titles, spelling, breadcrumbs",docsrc/profiles/overview.html:11,"profiles/overview.html:11 the only ""Holds"" cell with a full stop; :24 spaced hyphen for a dash; :1 ""An llm command"" in plain text (code elsewhere).",docsrc/profiles/overview.html:11: MCP serverthe mcp field in an llm commandThe server's URL and its connection settings.,,
129,E,"E. Consistency: link text, titles, spelling, breadcrumbs",docsrc/chat-integrations/connecting-a-person.html:6; docsrc/skill-integration/installing-the-skill.html:14,"The connect endpoints (startConnect / getConnectRequest / getConnectToken) are named only in the chat pages and never in rest-api; no docsrc/gui page says where in the GUI an integration token is created, though connecting-a-person.html:6 and installing-the-skill.html:14 send the reader there.","docsrc/chat-integrations/connecting-a-person.html:6: The person signs in to the GUI and creates an integration token. The GUI shows the token once. The person copies the token into the bot, usually with a slash command in a private message.
docsrc/skill-integration/installing-the-skill.html:14: Each person creates a token from their profile in the GUI, as described in Connecting a person. The token is never stored in the skill's files. Please revoke a token when it is no longer needed, and revoke any token that has been pasted into a chat.",,
130,F,"F. Model docstrings — in the search2o / s2oserver repos, not this one",,"commands/api.html, headers — ""Use secret(...) for credentials or API keys."" — the syntax is sys.secret[...].","commands/api.html [headers]: headers | object of string → dynamic string |  | Headers for the call, typically used for authorization. Use secret(...) for credentials or API keys. With a profile, these are merged with the profile's headers: a header the profile already sets can only be changed when that header allows it, and a new header can only be added when the profile allows headers to be added.",,
131,F,"F. Model docstrings — in the search2o / s2oserver repos, not this one",,"commands/api.html, headers and queryParams — ""With a profile, these are merged ..."" — profile is required now.","commands/api.html [headers]: headers | object of string → dynamic string |  | Headers for the call, typically used for authorization. Use secret(...) for credentials or API keys. With a profile, these are merged with the profile's headers: a header the profile already sets can only be changed when that header allows it, and a new header can only be added when the profile allows headers to be added.
commands/api.html [queryParams]: queryParams | object of string → dynamic string |  | Query parameters added to the URL. With a profile, these are merged with the profile's query parameters: one the profile already sets can only be changed when that parameter allows it, and a new one can only be added when the profile allows query parameters to be added.",,
